TCSC,MAV,STE,MEA,shannon_git,sample_git,power_git,energy_git,skewness,kurtosis,std_dev,rhythm
8,0.197,1740.717,1477.733,4.279,0.285,0.016077,219.605877,-0.312,2.5102,0.4208,0
9,0.19,1708.846,1457.036,4.798,0.332,0.01896,225.016528,-0.3746,2.566,0.4314,0
11,0.216,1817.353,1542.138,4.51,0.303,0.018203,273.884702,-0.1148,2.3488,0.4806,1
6,0.178,1781.325,1521.047,4.797,0.368,0.007226,163.30161,-0.3805,2.6973,0.368,0
9,0.221,1831.146,1551.977,4.544,0.303,0.027734,277.277517,-0.306,2.3865,0.4808,0
11,0.213,1857.187,1573.291,4.721,0.31,0.024243,259.498944,-0.1977,2.3114,0.4763,0
10,0.251,1814.975,1543.215,4.802,0.362,0.035855,318.725486,0.0822,2.9091,0.5276,0
9,0.189,1811.45,1547.288,4.58,0.34,0.016535,222.370074,-0.3829,2.3695,0.4273,0
7,0.304,1915.503,1625.821,4.539,0.371,0.062984,424.845133,-0.0589,2.2314,0.5954,1
8,0.229,1847.377,1563.254,4.593,0.276,0.032093,306.246347,-0.2527,2.3777,0.5032,0
10,0.208,1809.318,1537.238,4.588,0.242,0.022494,244.127009,-0.3102,2.4147,0.4456,0
9,0.216,1796.264,1529.888,4.448,0.303,0.0215,257.98117,-0.2657,2.3433,0.4621,0
10,0.222,1757.843,1496.093,4.743,0.358,0.025866,271.634826,-0.35,2.3865,0.4773,0
8,0.225,1753.634,1490.857,4.512,0.332,0.023339,259.830563,-0.2779,2.5045,0.4639,0
12,0.214,1804.782,1544.652,4.758,0.358,0.020903,261.810649,-0.3532,2.4211,0.468,0
9,0.243,1784.715,1509.841,4.93,0.349,0.038837,317.345132,-0.4063,2.5041,0.5148,0
9,0.218,1829.04,1558.678,4.394,0.344,0.015789,222.256174,-0.3163,2.3468,0.4303,0
13,0.294,2000.236,1691.653,4.965,0.394,0.143467,536.892638,-0.1455,1.742,0.6646,0
7,0.242,1852.12,1568.673,4.698,0.327,0.027332,274.562131,-0.2886,2.52,0.4787,0
13,0.234,1862.347,1583.117,4.851,0.363,0.029939,300.690807,-0.3925,2.3198,0.5056,0
10,0.223,1791.969,1518.462,4.712,0.328,0.025361,273.969108,-0.4426,2.5011,0.4803,0
8,0.281,1838.91,1560.222,4.635,0.353,0.073262,414.335358,-0.1322,2.1289,0.5868,0
6,0.236,1775.126,1501.873,4.826,0.344,0.023507,268.653093,-0.4313,2.4693,0.4774,0
8,0.241,1782.124,1513.125,4.677,0.352,0.022058,277.456723,-0.3743,2.4482,0.484,0
13,0.219,1795.695,1523.694,4.836,0.318,0.021761,263.573046,-0.4195,2.4214,0.4759,0
10,0.26,1867.217,1580.389,4.858,0.345,0.049113,368.35519,-0.237,2.202,0.5582,1
8,0.278,1914.565,1623.228,4.734,0.348,0.051789,425.527898,-0.117,2.1863,0.6026,0
9,0.275,1867.149,1570.864,4.946,0.362,0.07063,408.861505,-0.2851,1.996,0.5828,1
7,0.303,1865.232,1569.413,4.734,0.366,0.067263,424.285971,-0.0417,1.9876,0.606,1
11,0.332,1916.297,1602.199,4.738,0.382,0.099189,531.592374,-0.0769,1.9192,0.6733,1
11,0.299,1924.908,1618.966,5.051,0.399,0.104995,506.050757,-0.1613,1.8583,0.6612,0
7,0.24,1822.303,1532.962,4.51,0.332,0.031158,291.825847,-0.245,2.2452,0.493,0
10,0.229,1799.956,1522.206,4.777,0.351,0.029571,300.724763,-0.3063,2.2495,0.501,0
11,0.232,1823.32,1537.416,4.871,0.333,0.024665,296.896696,-0.3807,2.511,0.5004,0
10,0.247,1820.304,1529.19,4.645,0.357,0.037968,332.173826,-0.2708,2.2847,0.5259,0
10,0.214,1758.113,1500.328,4.864,0.361,0.017487,245.9063,-0.4583,2.5776,0.4553,0
16,0.265,1815.19,1541.608,4.728,0.344,0.036444,392.748439,-0.2229,2.1925,0.5705,0
9,0.26,1903.15,1604.365,4.926,0.341,0.047387,377.195291,-0.2667,2.2553,0.5604,0
10,0.309,1904.044,1618.423,4.721,0.37,0.101816,479.016376,-0.0625,1.9612,0.6444,0
10,0.24,1866.265,1579.875,4.599,0.325,0.026038,296.641339,-0.3562,2.3126,0.4954,0
12,0.287,1943.967,1646.933,4.813,0.362,0.119944,543.697207,-0.207,1.8927,0.6682,1
12,0.326,2070.38,1737.513,4.998,0.391,0.15664,607.054439,-0.1989,1.6976,0.7112,1
7,0.269,1891.807,1599.569,4.787,0.361,0.041201,317.640163,-0.2066,2.2993,0.516,0
10,0.257,1863.713,1572.017,4.746,0.314,0.032287,346.434834,-0.2851,2.2939,0.5403,0
8,0.247,1859.43,1564.233,4.748,0.343,0.024442,272.736446,-0.3647,2.3672,0.4786,0
7,0.241,1792.361,1512.383,4.718,0.358,0.028992,313.05997,-0.3169,2.2047,0.514,0
6,0.219,1752.785,1490.61,4.722,0.359,0.020006,238.875379,-0.2696,2.3342,0.4504,0
8,0.239,1824.776,1552.407,4.874,0.334,0.028694,300.599113,-0.4046,2.4853,0.5031,0
11,0.24,1870.396,1592.19,4.559,0.345,0.045832,353.149224,-0.1056,2.0292,0.5414,0
9,0.226,1803.474,1534.265,4.89,0.352,0.025938,286.582836,-0.3212,2.4383,0.4872,0
8,0.225,1703.85,1453.653,4.531,0.356,0.034905,295.370345,-0.2078,2.3512,0.496,0
7,0.23,1826.457,1564.782,4.812,0.354,0.028681,312.786072,-0.2016,2.2571,0.5228,1
6,0.228,1809.199,1528.654,4.511,0.299,0.020717,259.305778,-0.3554,2.4788,0.4659,0
10,0.227,1818.348,1540.68,4.8,0.356,0.031444,299.950695,-0.2927,2.2823,0.501,0
9,0.215,1764.152,1499.144,4.645,0.334,0.017734,256.735159,-0.3623,2.3872,0.4598,0
10,0.22,1728.879,1474.915,4.954,0.372,0.037804,319.574786,-0.3747,2.3787,0.5182,0
6,0.197,1786.056,1521.683,4.446,0.324,0.015267,208.086746,-0.3115,2.3807,0.4143,0
9,0.214,1831.288,1550.481,4.666,0.35,0.025843,272.101484,-0.3447,2.3955,0.4739,0
9,0.202,1766.402,1502.144,4.687,0.325,0.030002,288.618917,-0.2775,2.4139,0.4867,0
12,0.218,1832.38,1561.538,4.743,0.366,0.027106,274.895657,-0.2718,2.2308,0.4798,0
9,0.195,1761.681,1500.083,4.549,0.335,0.01961,248.027243,-0.3159,2.4982,0.4508,0
11,0.207,1807.768,1530.523,4.578,0.322,0.022184,243.2974,-0.2421,2.333,0.4487,0
8,0.216,1824.508,1552.801,4.793,0.337,0.020491,256.888824,-0.3639,2.4063,0.4597,0
8,0.221,1786.894,1511.511,4.348,0.293,0.023195,248.907632,-0.2775,2.3911,0.4556,0
10,0.223,1841.984,1564.859,4.614,0.3,0.030323,263.675428,-0.2153,2.2607,0.4656,0
10,0.205,1740.863,1488.673,4.44,0.275,0.014943,227.096659,-0.3757,2.4109,0.4336,0
11,0.198,1779.576,1508.306,4.562,0.335,0.018769,232.673973,-0.3385,2.4053,0.4365,0
10,0.186,1763.999,1498.94,4.437,0.236,0.017341,219.248167,-0.3226,2.4665,0.423,0
9,0.193,1766.125,1499.832,4.305,0.26,0.018729,227.201422,-0.2546,2.3194,0.4309,0
13,0.211,1804.649,1538.523,4.778,0.309,0.029754,258.991522,-0.3422,2.3728,0.4622,0
9,0.207,1812.92,1543.933,4.355,0.265,0.022721,250.103465,-0.2602,2.3419,0.4519,0
13,0.22,1800.216,1526.861,4.745,0.326,0.030165,292.289809,-0.3698,2.3979,0.4908,0
11,0.247,1833.825,1553.485,4.475,0.287,0.037655,329.210889,-0.2486,2.2731,0.5205,0
9,0.228,1789.7,1520.034,4.684,0.283,0.030413,277.65061,-0.3216,2.4081,0.4757,0
8,0.246,1832.035,1546.21,4.456,0.329,0.042572,333.327319,-0.1858,2.322,0.5245,0
10,0.201,1832.613,1559.996,4.684,0.266,0.030071,270.342836,-0.3158,2.3486,0.4686,0
8,0.236,1834.316,1553.98,4.393,0.234,0.046389,348.962141,-0.1881,2.2564,0.5327,0
6,0.211,1762.537,1500.726,4.726,0.345,0.018588,236.934963,-0.3342,2.462,0.4435,0
8,0.235,1856.915,1573.278,4.333,0.252,0.024302,276.616461,-0.1672,2.2615,0.4795,0
10,0.202,1717.384,1459.288,4.625,0.285,0.026696,254.76254,-0.3439,2.418,0.457,0
9,0.223,1781.085,1508.483,4.46,0.243,0.029575,276.010216,-0.2103,2.4063,0.4775,0
9,0.214,1806.03,1531.686,4.648,0.337,0.025082,262.125101,-0.2943,2.3562,0.4683,0
8,0.229,1731.763,1468.447,4.448,0.286,0.027606,298.766505,-0.2283,2.3114,0.4925,0
11,0.2,1780.096,1514.018,4.669,0.297,0.028727,270.90547,-0.2795,2.402,0.4738,0
9,0.224,1841.514,1557.742,4.602,0.274,0.037528,316.617827,-0.1821,2.3001,0.5055,0
10,0.215,1741.641,1484.773,4.59,0.32,0.031908,281.784761,-0.3092,2.3753,0.4847,0
9,0.244,1841.367,1563.714,4.537,0.233,0.037541,316.42295,-0.2118,2.2838,0.5071,0
9,0.216,1800.401,1530.342,4.517,0.337,0.026366,276.888152,-0.2338,2.2548,0.4793,0
8,0.223,1821.026,1542.299,4.595,0.26,0.033902,293.304847,-0.2225,2.3236,0.4883,0
10,0.202,1890.042,1613.844,4.39,0.251,0.030246,275.428469,-0.2216,2.2709,0.4757,0
10,0.224,1844.455,1566.106,4.637,0.256,0.040575,318.578188,-0.2397,2.3649,0.5104,0
9,0.223,1855.135,1576.298,4.313,0.257,0.029032,269.640057,-0.189,2.298,0.4688,0
10,0.239,1817.527,1539.527,4.675,0.254,0.046091,337.892216,-0.233,2.264,0.5254,0
10,0.216,1847.31,1565.874,4.295,0.254,0.027751,273.227446,-0.1911,2.302,0.4725,0
11,0.205,1824.038,1552.13,4.66,0.262,0.029583,279.093362,-0.3244,2.3933,0.4769,0
9,0.216,1836.651,1560.844,4.272,0.228,0.022353,248.410344,-0.2157,2.3519,0.452,0
10,0.196,1803.323,1533.668,4.517,0.275,0.026276,247.478053,-0.3143,2.3869,0.4496,0
9,0.199,1811.262,1537.007,4.444,0.239,0.02621,265.518673,-0.2838,2.4272,0.4645,0
11,0.213,1814.796,1537.206,4.364,0.262,0.027731,267.091663,-0.2505,2.2749,0.4698,0
10,0.222,1859.199,1584.213,4.507,0.247,0.027277,270.36434,-0.2575,2.3938,0.4674,0
10,0.227,1846.101,1570.753,4.279,0.252,0.0253,257.404623,-0.2321,2.3636,0.458,0
8,0.205,1746.435,1482.25,4.578,0.269,0.018397,220.747068,-0.2704,2.4485,0.426,0
9,0.201,1826.25,1548.535,4.265,0.263,0.0195,217.68712,-0.2049,2.3962,0.4216,0
10,0.199,1827.168,1556.73,4.634,0.259,0.023777,253.49462,-0.3078,2.4101,0.455,0
9,0.195,1796.818,1520.789,4.214,0.253,0.019435,235.418407,-0.2246,2.3365,0.4392,0
9,0.205,1865.084,1581.247,4.572,0.249,0.036806,299.33962,-0.2403,2.3028,0.4934,0
9,0.189,1827.195,1552.054,4.318,0.243,0.020267,232.817377,-0.2195,2.4309,0.4392,0
12,0.196,1858.846,1581.114,4.444,0.254,0.026877,259.057969,-0.2529,2.3127,0.458,0
9,0.204,1811.609,1539.11,4.478,0.242,0.026947,267.982719,-0.2368,2.4604,0.4668,0
9,0.198,1837.595,1565.086,4.382,0.271,0.024839,255.038042,-0.2493,2.3944,0.4579,0
8,0.202,1821.482,1545.479,4.565,0.264,0.022248,246.801344,-0.278,2.4442,0.4489,0
9,0.194,1809.618,1534.379,4.244,0.25,0.018217,226.518558,-0.2536,2.3867,0.4302,0
10,0.214,1753.886,1487.64,4.619,0.263,0.026359,258.178216,-0.2789,2.3847,0.4603,0
10,0.226,1779.347,1505.132,4.29,0.237,0.028931,276.697503,-0.1949,2.3083,0.4777,0
11,0.22,1843.708,1568.254,4.479,0.269,0.018373,216.796321,-0.2858,2.3288,0.4197,0
8,0.209,1802.887,1527.819,4.363,0.234,0.024921,256.170103,-0.2192,2.3416,0.4597,0
10,0.197,1773.745,1502.523,4.494,0.268,0.019792,221.851149,-0.2703,2.2845,0.4247,0
9,0.2,1836.711,1564.344,4.45,0.25,0.02308,243.330666,-0.256,2.3793,0.4458,0
11,0.212,1845.841,1568.669,4.442,0.271,0.027589,259.08741,-0.238,2.235,0.4606,0
10,0.234,1827.576,1554.09,4.611,0.263,0.030526,282.452596,-0.2629,2.4576,0.4794,0
10,0.219,1803.385,1530.158,4.31,0.263,0.024919,251.941405,-0.2325,2.3054,0.4543,0
7,0.208,1800.259,1528.459,4.575,0.262,0.023949,248.07661,-0.2881,2.3412,0.4504,0
9,0.221,1844.172,1568.854,4.32,0.255,0.028134,271.364356,-0.2157,2.3491,0.4718,0
10,0.214,1784.368,1509.804,4.6,0.272,0.022562,242.083977,-0.2358,2.3337,0.4459,0
7,0.217,1829.917,1552.779,4.302,0.271,0.023656,241.127194,-0.1901,2.2979,0.4445,0
10,0.208,1801.891,1527.079,4.606,0.27,0.031065,281.880799,-0.2509,2.3739,0.4795,0
11,0.19,1819.288,1548.026,4.41,0.288,0.021435,229.255512,-0.2367,2.3605,0.434,0
9,0.187,1848.707,1574.809,4.564,0.27,0.021886,239.874347,-0.2832,2.3842,0.4423,0
10,0.212,1852.957,1573.956,4.479,0.286,0.033055,278.947531,-0.2202,2.2496,0.4789,0
9,0.18,1808.564,1533.668,4.541,0.272,0.018978,223.552835,-0.2734,2.4425,0.4259,0
10,0.195,1790.289,1516.044,4.398,0.271,0.024004,241.437302,-0.2537,2.2743,0.4459,0
8,0.188,1737.464,1475.756,4.602,0.272,0.019564,230.943301,-0.3033,2.4813,0.4326,0
11,0.196,1823.863,1550.345,4.369,0.277,0.021617,236.743256,-0.2725,2.3015,0.4414,0
7,0.209,1764.455,1492.256,4.541,0.292,0.01658,213.411246,-0.2401,2.4029,0.4203,0
10,0.202,1800.999,1525.337,4.307,0.275,0.024023,246.718092,-0.2229,2.331,0.4498,0
11,0.203,1780.42,1511.408,4.582,0.267,0.021747,241.757163,-0.291,2.3419,0.4439,0
9,0.205,1862.135,1582.808,4.315,0.271,0.025133,249.38066,-0.1936,2.2903,0.4515,0
11,0.195,1843.754,1569.964,4.611,0.274,0.024019,251.488409,-0.2899,2.3651,0.4537,0
9,0.199,1767.292,1496.085,4.32,0.27,0.022595,248.450217,-0.1919,2.3594,0.4496,0
10,0.21,1836.79,1558.033,4.654,0.264,0.033758,286.465316,-0.309,2.3251,0.4839,0
9,0.209,1839.536,1565.913,4.294,0.239,0.024985,261.725292,-0.22,2.3239,0.4629,0
10,0.199,1834.548,1565.476,4.578,0.276,0.028263,259.919994,-0.3261,2.3693,0.4597,0
8,0.21,1838.676,1557.172,4.387,0.263,0.023839,251.051169,-0.2341,2.4049,0.4562,0
11,0.199,1717.364,1458.777,4.563,0.29,0.018512,224.326715,-0.2725,2.3637,0.428,0
9,0.203,1790.578,1517.381,4.352,0.243,0.024106,248.792734,-0.2153,2.3824,0.454,0
11,0.197,1781.113,1508.863,4.568,0.29,0.021663,234.070225,-0.2939,2.3603,0.4366,0
9,0.189,1800.586,1531.588,4.366,0.252,0.015659,204.457516,-0.2613,2.4271,0.4115,0
11,0.208,1820.372,1546.259,4.522,0.296,0.027272,265.298939,-0.2721,2.3691,0.4654,0
9,0.196,1770.233,1500.738,4.413,0.246,0.018823,224.618006,-0.2705,2.4043,0.4294,0
10,0.196,1841.063,1570.507,4.435,0.266,0.022024,238.956586,-0.2792,2.3818,0.443,0
9,0.184,1744.379,1474.993,4.55,0.303,0.019856,225.979353,-0.3309,2.4666,0.432,0
15,0.179,1753.051,1503.961,5.266,0.282,0.013512,228.58417,-0.3624,3.0359,0.45,0
9,0.181,1752.667,1506.253,5.273,0.269,0.013293,222.849334,-0.36,2.9288,0.442,0
5,0.185,1766.766,1519.977,5.297,0.261,0.013804,219.484631,-0.2671,2.9718,0.4412,0
10,0.178,1777.819,1525.086,5.319,0.276,0.015218,213.250597,-0.2762,3.0883,0.4364,0
14,0.183,1779.934,1530.577,5.368,0.267,0.019694,240.980698,-0.2475,3.0505,0.4587,0
10,0.194,1721.908,1477.257,5.365,0.274,0.022208,250.380128,-0.2544,3.0694,0.4726,0
7,0.209,1781.818,1536.265,5.144,0.355,0.028348,288.970627,-0.3473,2.827,0.4908,0
9,0.198,1699.664,1461.624,5.347,0.305,0.01802,233.208579,-0.3403,3.0335,0.457,0
13,0.257,1926.033,1616.887,5.027,0.437,0.07746,395.362919,-0.1628,1.7088,0.5725,1
9,0.257,1811.714,1525.63,5.017,0.417,0.026156,299.957429,-0.1554,2.0638,0.506,0
12,0.169,1813.264,1555.429,4.659,0.284,0.010629,189.36118,-0.4587,2.4698,0.3946,0
10,0.161,1707.007,1458.863,4.813,0.349,0.010735,183.363169,-0.4751,2.8995,0.3935,0
19,0.185,1760.111,1512.549,5.309,0.275,0.012049,229.854865,-0.3141,2.9997,0.4509,0
10,0.205,1758.39,1495.547,5.039,0.379,0.022436,256.613976,-0.0981,2.5455,0.4641,1
13,0.224,1930.002,1619.537,4.823,0.406,0.035832,309.585158,-0.2469,1.7637,0.5091,1
13,0.258,1933.636,1636.348,5.268,0.319,0.056522,391.327272,-0.1599,2.0711,0.5775,0
11,0.256,1816.085,1526.347,4.71,0.407,0.040319,336.600033,0.135,2.3054,0.5379,0
5,0.202,1764.728,1517.567,5.322,0.324,0.014882,235.509051,-0.267,2.6372,0.4518,1
7,0.231,1812.399,1525.125,4.86,0.41,0.021104,265.083523,-0.2609,2.2218,0.476,1
6,0.189,1728.694,1476.328,5.257,0.289,0.009675,207.304403,-0.2282,2.9241,0.4313,0
7,0.174,1722.596,1480.251,5.087,0.338,0.008309,205.794413,-0.5144,2.9742,0.4195,0
7,0.196,1806.038,1543.063,5.137,0.326,0.016507,218.177605,-0.3126,2.7861,0.4328,0
10,0.209,1926.281,1655.016,4.882,0.347,0.028415,257.887158,-0.2523,2.1628,0.465,0
10,0.171,1724.113,1482.988,5.003,0.376,0.011072,197.469665,-0.4578,3.0396,0.412,0
7,0.147,1649.888,1444.637,5.268,0.325,0.006333,160.464637,-0.5352,3.4533,0.3736,1
10,0.242,1921.765,1636.759,5.102,0.349,0.047779,366.040141,-0.2203,2.247,0.5514,0
10,0.196,1779.334,1528.481,5.001,0.363,0.021287,240.559428,-0.4282,2.7551,0.4509,0
10,0.217,1859.431,1584.829,4.989,0.357,0.018172,236.862284,-0.329,2.5301,0.4545,0
12,0.193,1744.523,1492.753,4.968,0.33,0.012134,228.091959,-0.3478,2.9712,0.4391,0
7,0.211,1748.951,1493.84,5.255,0.344,0.016095,252.484673,-0.4622,2.646,0.4633,0
4,0.191,1762.3,1520.728,4.797,0.376,0.008058,167.267434,-0.5615,3.0043,0.3801,0
8,0.241,1835.397,1556.232,5.009,0.374,0.037373,314.324453,-0.3694,2.1189,0.5081,1
6,0.22,1807.685,1543.913,5.096,0.344,0.022992,284.921053,-0.1628,2.309,0.4937,1
7,0.196,1872.001,1598.035,4.982,0.332,0.019922,252.139265,-0.3521,2.6154,0.4539,0
7,0.214,1767.923,1523.418,5.105,0.37,0.022397,247.422296,-0.467,2.7429,0.4577,0
7,0.239,1852.39,1585.278,5.239,0.355,0.035591,294.893477,-0.2387,2.1684,0.5006,0
6,0.253,1817.043,1560.547,4.922,0.307,0.033087,313.077062,-0.1731,2.2474,0.5077,1
4,0.229,1840.65,1569.208,4.843,0.379,0.009296,190.280009,-0.5947,2.7896,0.3983,0
5,0.263,1879.531,1597.246,4.927,0.378,0.027139,268.695609,-0.3214,2.3814,0.4752,0
3,0.237,1836.166,1570.814,4.905,0.354,0.015257,212.002581,-0.5373,2.6203,0.4246,0
4,0.238,1785.666,1526.319,5.04,0.345,0.023801,240.759059,-0.477,2.834,0.4519,0
4,0.239,1756.701,1494.322,4.893,0.385,0.019342,236.543378,-0.445,2.7509,0.44,0
3,0.218,1773.847,1518.65,5.055,0.341,0.014585,205.958486,-0.4453,2.7605,0.42,0
2,0.199,1780.375,1527.195,4.702,0.365,0.009071,179.246332,-0.4655,2.9903,0.387,0
7,0.194,1719.098,1478.537,4.856,0.37,0.009372,183.515762,-0.5072,3.3594,0.404,0
6,0.14,1676.47,1451.172,4.955,0.346,0.00271,125.580822,-0.6014,3.2223,0.3227,0
9,0.17,1765.671,1515.647,4.986,0.393,0.007859,164.736023,-0.5145,2.9153,0.3733,0
9,0.162,1667.879,1440.277,4.89,0.374,0.006218,178.716155,-0.6179,3.322,0.3922,0
7,0.152,1721.538,1482.074,4.424,0.295,0.006462,137.821969,-0.6687,2.9374,0.3397,0
4,0.187,1735.407,1477.287,4.694,0.292,0.008873,161.92375,-0.6302,2.8218,0.3675,0
11,0.162,1737.074,1482.599,4.725,0.38,0.007334,158.186396,-0.6277,2.8051,0.3628,0
7,0.156,1718.471,1462.851,4.628,0.305,0.005037,117.468381,-0.6777,2.9595,0.3134,0
12,0.108,1714.112,1479.321,4.346,0.289,0.002745,85.498237,-0.6778,2.8333,0.2648,0
15,0.112,1678.506,1451.328,4.394,0.28,0.003644,95.117789,-0.7395,2.9483,0.2792,0
20,0.109,1601.465,1382.217,4.268,0.256,0.001869,65.280667,-0.875,3.2891,0.2345,0
18,0.092,1641.572,1424.199,4.243,0.27,0.001404,66.960838,-0.9188,3.2454,0.234,0
11,0.092,1651.663,1439.545,4.046,0.24,0.001111,61.062015,-0.9083,3.2873,0.2259,0
11,0.096,1652.668,1437.907,4.316,0.233,0.002629,79.302943,-0.9421,3.3481,0.2585,0
17,0.1,1676.406,1462.052,4.394,0.244,0.001798,79.324206,-1.0206,3.3951,0.2545,0
18,0.096,1630.846,1427.82,4.194,0.243,0.001609,74.170731,-0.981,3.4831,0.2473,0
9,0.11,1628.079,1420.609,4.383,0.262,0.00227,80.039712,-0.9954,3.6102,0.2585,0
10,0.117,1659.273,1440.771,4.353,0.301,0.001842,89.762781,-0.9278,3.4036,0.2749,0
8,0.11,1652.426,1436.868,4.139,0.293,0.002549,84.641695,-0.8437,3.4314,0.2686,0
9,0.103,1632.399,1426.122,4.411,0.259,0.00176,91.130826,-0.8789,3.4975,0.2726,0
11,0.1,1630.018,1416.986,4.116,0.263,0.001651,71.956546,-0.844,3.4596,0.245,0
12,0.105,1651.197,1432.585,4.212,0.281,0.00156,72.824966,-0.8352,3.5424,0.2459,0
12,0.128,1660.946,1431.18,3.987,0.288,0.002184,88.108254,-0.7368,3.3081,0.2713,0
13,0.103,1592.634,1383.614,4.309,0.278,0.00118,65.42348,-0.814,3.6,0.2329,0
9,0.109,1636.765,1414.355,3.862,0.258,0.001117,65.981155,-0.7836,3.4784,0.2351,0
8,0.099,1634.378,1412.79,4.165,0.284,0.00094,60.472853,-0.7638,3.6494,0.2247,0
9,0.113,1670.59,1431.546,3.839,0.242,0.001275,61.44213,-0.6361,3.5471,0.2277,0
7,0.106,1612.779,1393.255,3.994,0.272,0.000444,49.556846,-0.8478,3.6999,0.2048,0
12,0.119,1665.262,1433.356,4.094,0.228,0.001528,72.352956,-0.7608,3.6235,0.246,0
7,0.112,1686.547,1443.615,3.763,0.251,0.00056,48.447544,-0.8128,3.7304,0.2042,0
7,0.098,1645.659,1414.676,3.972,0.255,0.000328,42.334841,-0.7877,3.8182,0.1881,0
4,0.118,1649.469,1403.61,4.066,0.24,0.000443,40.341469,-1.0831,5.4085,0.1856,0
7,0.108,1633.895,1410.368,4.059,0.221,0.000591,51.758211,-1.0061,4.3462,0.2082,0
3,0.089,1580.506,1387.831,4.18,0.277,0.000472,45.736687,-1.2116,4.728,0.2013,0
8,0.081,1549.462,1370.077,4.172,0.297,0.000401,45.325228,-1.3679,5.1198,0.1976,0
11,0.078,1565.513,1382.027,3.885,0.225,0.000316,39.742373,-1.2302,5.429,0.1848,0
3,0.097,1572.834,1377.388,3.801,0.227,0.000425,39.543147,-1.2842,5.7256,0.184,0
5,0.091,1537.425,1353.207,4.188,0.261,0.000372,41.213381,-1.2266,5.0348,0.1881,0
2,0.105,1589.984,1405.825,4.193,0.282,0.000786,53.489004,-1.25,5.3504,0.2145,0
2,0.095,1577.943,1375.893,4.109,0.292,0.000211,37.188542,-1.501,6.6369,0.1775,0
0,0.101,1554.383,1358.26,4.453,0.253,0.000433,41.592079,-1.4379,6.3763,0.1881,0
2,0.108,1629.752,1404.438,4.272,0.303,0.000437,44.789093,-1.1514,5.1148,0.1951,0
4,0.097,1621.083,1388.105,3.492,0.256,0.000258,28.649892,-1.1844,6.8195,0.1569,0
7,0.087,1571.244,1366.356,3.577,0.244,0.000219,31.347226,-1.2459,6.0452,0.1661,0
4,0.11,1627.209,1408.687,4.13,0.284,0.000565,48.382977,-1.1016,5.0415,0.2039,0
5,0.105,1609.009,1377.221,3.932,0.263,0.000289,35.951709,-1.1016,6.2434,0.1762,0
4,0.08,1527.968,1348.36,3.63,0.24,0.000388,34.722214,-1.2599,7.0913,0.173,0
5,0.101,1612.81,1391.688,3.401,0.217,0.00024,37.484772,-1.2355,5.9847,0.1817,0
3,0.122,1607.788,1381.653,4.36,0.27,0.000696,51.065153,-1.0796,5.9614,0.214,0
2,0.113,1626.791,1399.384,4.123,0.302,0.000438,38.43096,-1.2421,5.739,0.1818,0
3,0.112,1624.959,1413.238,4.273,0.285,0.00079,56.459271,-1.1909,4.8528,0.221,0
0,0.12,1624.418,1404.995,4.473,0.286,0.000753,57.891842,-1.2379,5.1369,0.2219,0
2,0.116,1637.298,1416.977,4.431,0.294,0.000906,51.766956,-1.2486,5.4847,0.2099,0
1,0.114,1630.509,1418.293,4.2,0.301,0.000519,55.150807,-1.3024,5.1399,0.2186,0
1,0.12,1636.001,1413.237,4.51,0.281,0.000916,59.282924,-1.1156,5.6309,0.2217,0
2,0.121,1625.724,1404.35,4.297,0.291,0.000631,50.82542,-1.1429,4.7956,0.21,0
2,0.12,1664.392,1445.317,4.488,0.31,0.000581,57.534127,-1.208,4.853,0.2192,0
1,0.119,1606.502,1395.503,4.674,0.299,0.001016,57.328691,-1.3863,5.5868,0.2203,0
3,0.118,1640.748,1417.154,4.284,0.28,0.000407,54.607436,-1.1656,4.2914,0.2146,0
8,0.105,1638.948,1438.527,4.976,0.227,0.001169,63.862134,-1.3315,4.3407,0.2319,0
5,0.114,1662.832,1452.348,4.813,0.217,0.000812,67.293787,-1.2266,3.9536,0.2383,0
4,0.117,1634.978,1416.577,4.594,0.22,0.001393,66.840586,-0.9943,3.947,0.2362,0
9,0.133,1621.642,1409.635,4.698,0.336,0.004192,129.78805,-0.665,3.483,0.3309,0
7,0.137,1691.015,1453.712,4.333,0.265,0.002573,93.113156,-0.6786,3.2673,0.2773,0
6,0.137,1600.62,1393.231,4.853,0.321,0.003537,108.672897,-0.7643,3.5979,0.3032,0
10,0.134,1717.687,1468.621,4.155,0.267,0.00197,80.562606,-0.6568,3.2267,0.2571,0
7,0.137,1682.056,1448.759,4.594,0.291,0.002491,99.678898,-0.6579,3.2087,0.2921,0
8,0.123,1657.971,1428.946,4.43,0.318,0.00186,86.887274,-0.6642,3.3219,0.2677,0
13,0.128,1663.823,1427.605,4.352,0.27,0.00248,83.073714,-0.7033,3.4238,0.2635,0
3,0.149,1617.858,1402.148,4.702,0.341,0.003093,111.283416,-0.6809,3.2666,0.3086,0
4,0.17,1743.445,1483.247,4.591,0.353,0.004078,119.446073,-0.4573,3.0837,0.3197,0
9,0.177,1790.841,1495.736,4.569,0.484,0.002947,104.062021,-0.2265,3.0678,0.3006,1
7,0.132,1855.364,1544.863,4.161,0.601,0.000621,47.822836,0.2163,2.2932,0.2013,1
20,0.161,2018.705,1677.412,4.106,0.51,0.005716,106.172706,0.4677,2.0785,0.3003,1
13,0.173,1856.974,1533.492,4.103,0.534,0.007077,110.608109,0.4121,2.2982,0.3054,1
