TCSC,MAV,STE,MEA,shannon,sample,b_power_git,energy_git,skewness,kurtosis,std_dev,rhythm
13,0.353,1701.951,1446.127,3.729,0.297,0.0125,218.9214,0.5286,2.9773,0.4295,0
10,0.348,1696.301,1448.497,3.129,0.277,0.0144,219.7465,0.9993,2.8403,0.4281,0
10,0.358,1744.833,1477.914,3.013,0.252,0.0145,228.3145,1.0206,2.7792,0.4372,0
10,0.352,1710.359,1471.998,3.493,0.255,0.0136,234.7825,0.73,2.8704,0.4464,0
10,0.348,1704.174,1461.012,2.966,0.219,0.0149,230.7508,1.0223,2.7933,0.4389,0
11,0.363,1733.162,1480.856,2.901,0.238,0.0159,233.2504,1.0413,2.8172,0.4413,0
18,0.368,1633.853,1413.283,3.1,0.305,0.0132,218.8678,1.0071,2.784,0.4291,0
15,0.401,1746.022,1455.716,3.189,0.325,0.0116,207.7265,1.0044,2.7837,0.4192,0
10,0.38,1743.765,1470.363,2.836,0.231,0.0193,258.9727,1.0393,2.7687,0.4639,0
10,0.38,1772.467,1485.219,2.963,0.238,0.0154,233.4493,1.0379,2.7919,0.4421,0
10,0.373,1739.585,1466.693,2.971,0.252,0.0161,235.7825,1.0356,2.7945,0.4436,0
10,0.34,1667.983,1452.139,3.043,0.279,0.0158,234.2624,0.9996,2.7658,0.4431,0
13,0.385,1662.512,1414.003,3.112,0.329,0.0124,213.6887,1.0077,2.7945,0.4223,0
8,0.377,1759.044,1487.724,2.832,0.223,0.0189,255.8997,1.0377,2.7659,0.4614,0
10,0.399,1807.058,1500.661,2.951,0.218,0.0161,237.066,1.044,2.7782,0.4446,0
10,0.397,1816.501,1507.208,2.914,0.214,0.0164,238.6734,1.0541,2.8371,0.4467,0
10,0.361,1750.865,1493.003,2.823,0.193,0.0169,249.6049,1.0503,2.797,0.4551,0
15,0.414,1670.014,1418.319,3.008,0.295,0.0132,219.2457,1.0589,2.9029,0.4294,0
21,0.374,1631.159,1417.511,3.278,0.363,0.0135,223.1835,0.9989,2.8615,0.4375,0
9,0.508,1883.909,1547.908,3.044,0.281,0.0301,324.8852,1.0098,2.8088,0.5197,0
10,0.501,1860.328,1537.139,2.659,0.242,0.0414,378.3213,1.0015,2.6319,0.5624,0
14,0.642,1814.433,1515.338,4.222,0.44,0.187,683.8375,-0.1651,2.5959,0.7569,1
20,0.765,2007.512,1657.832,4.101,0.397,0.5231,903.2009,-0.067,1.7534,0.867,1
0,0.754,1264.418,1256.949,4.74,0.067,24.2682,12888.73,-16.0724,281.6703,4.2944,1
25,0.312,1740.861,1462.809,4.655,0.565,0.0131,157.4728,0.0775,2.2395,0.3643,1
20,0.281,1496.516,1326.91,4.363,0.538,0.0027,102.627,0.598,4.0332,0.3173,1
27,0.209,1736.857,1459.261,4.32,0.596,0.0009,51.941,-0.081,3.0164,0.2188,1
21,0.325,1621.472,1393.898,4.802,0.53,0.0097,150.2683,-0.2221,2.9801,0.3611,1
19,0.398,1512.012,1319.222,4.681,0.494,0.0181,245.4181,0.2461,3.4919,0.4616,1
10,0.243,1513.811,1351.363,3.571,0.152,0.0032,147.4159,0.1532,5.2731,0.3637,0
10,0.202,1450.935,1323.506,2.747,0.177,0.0027,116.449,0.825,7.4458,0.3313,0
8,0.215,1476.198,1330.656,3.159,0.177,0.0026,117.2386,0.6877,6.536,0.327,0
8,0.193,1432.279,1310.206,3.129,0.194,0.0019,98.0413,1.2243,8.1231,0.3087,0
8,0.179,1425.433,1312.632,2.62,0.19,0.0014,93.4688,1.4658,9.2206,0.3038,0
8,0.203,1448.542,1323.439,2.583,0.16,0.0015,120.9514,0.685,8.3983,0.3364,0
8,0.185,1456.217,1323.989,3.048,0.176,0.0011,88.2439,1.1435,7.2675,0.2937,0
12,0.265,1543.829,1372.51,3.517,0.17,0.004,173.3079,0.0155,5.1234,0.3933,0
8,0.183,1448.091,1319.299,2.581,0.136,0.0017,93.1428,0.8726,7.4858,0.2947,0
10,0.223,1499.638,1347.977,3.102,0.125,0.003,130.1477,-0.1301,6.296,0.3434,0
8,0.181,1441.134,1318.105,2.576,0.241,0.0028,94.3077,1.2605,8.045,0.2975,0
10,0.223,1500.322,1348.275,3.273,0.207,0.0028,125.3743,0.2384,5.8849,0.3403,0
9,0.187,1464.786,1325.6,2.969,0.39,0.0014,89.1762,0.7607,6.3359,0.2914,0
9,0.2,1479.207,1332.533,3.065,0.241,0.0018,100.1098,0.0291,6.8834,0.3034,0
6,0.149,1439.086,1316.477,2.379,0.317,0.0008,59.2435,1.1162,8.4976,0.2392,0
11,0.245,1523.528,1351.031,3.597,0.299,0.0021,127.1978,0.1305,5.4328,0.3443,0
8,0.19,1469.686,1325.246,3.053,0.2,0.0016,89.2156,0.5789,6.3871,0.288,0
8,0.187,1463.999,1324.406,3.311,0.15,0.0015,84.2806,0.8629,6.7013,0.2868,0
8,0.202,1487.312,1337.756,3.02,0.121,0.0018,100.2806,0.5361,6.7216,0.3058,0
8,0.187,1460.648,1324.134,3.411,0.15,0.0017,87.3486,1.0201,6.9349,0.2917,0
8,0.213,1474.293,1324.678,3.724,0.213,0.002,101.3511,0.6796,6.5711,0.31,0
8,0.179,1439.013,1313.396,2.864,0.148,0.0009,84.0388,1.1605,7.7014,0.2863,0
10,0.228,1502.716,1343.784,3.784,0.171,0.0024,123.2836,0.0931,5.836,0.3376,0
8,0.196,1512.437,1354.922,2.802,0.208,0.0019,95.4183,0.2625,5.551,0.2995,0
8,0.174,1442.291,1317.172,3.001,0.202,0.0017,82.7347,1.1107,7.183,0.2829,0
12,0.308,1563.535,1366.655,3.861,0.138,0.008,198.7277,-0.1521,4.0359,0.42,0
8,0.181,1448.953,1316.927,2.923,0.182,0.0015,82.1063,1.0659,7.0022,0.2818,0
15,0.327,1565.617,1367.723,4.147,0.151,0.0086,227.4181,-0.6508,4.2848,0.4465,0
9,0.271,1569.96,1377.57,4.033,0.173,0.0077,175.6649,-0.4318,4.3034,0.3829,0
15,0.398,1658.134,1423.868,4.781,0.244,0.0212,312.6307,-0.5523,3.5087,0.5184,0
18,0.495,1870.445,1559.344,4.624,0.449,0.0615,408.9692,-0.1879,2.2423,0.5843,0
20,0.211,1591.777,1372.748,4.262,0.583,0.0012,85.1187,-0.4705,3.8944,0.27,1
19,0.361,1721.114,1439.694,4.828,0.572,0.0282,220.1577,-0.0998,2.3732,0.4293,1
20,0.267,1713.947,1453.305,4.697,0.573,0.0067,128.9678,-0.113,2.9255,0.3295,1
15,0.294,1843.564,1550.449,4.745,0.576,0.0088,148.9491,-0.1071,2.3535,0.3522,1
21,0.218,1740.422,1463.724,4.688,0.549,0.002,81.8574,-0.0904,2.6233,0.2636,1
19,0.238,1817.351,1512.34,4.35,0.594,0.0024,91.3881,0.1083,2.1763,0.2782,1
17,0.271,1697.641,1431.789,4.558,0.546,0.0036,126.6853,0.1334,2.7316,0.3272,1
18,0.227,1681.289,1434.213,4.358,0.571,0.0026,85.5623,-0.0297,3.0288,0.2679,1
20,0.283,1828.307,1550.75,4.561,0.605,0.006,139.2643,-0.1067,2.6701,0.3438,1
16,0.307,1705.16,1432.868,4.914,0.558,0.0053,146.5241,-0.3349,2.8897,0.351,1
5,0.426,1415.661,1309.09,4.854,0.461,0.0122,452.3887,-1.7927,13.2978,0.6531,1
1,1.856,2105.365,1769.755,4.095,0.148,0.0611,469.6844,1.3581,11.1451,0.7079,0
0,0.662,1888.174,1514.483,3.168,0.138,0.0002,28.7779,-1.1306,18.4066,0.1586,0
11,0.435,1622.367,1384.99,4.936,0.481,0.0163,234.1876,-0.1998,3.0318,0.4592,0
4,0.463,1595.576,1372.93,4.449,0.489,0.0137,232.6567,0.6154,4.1953,0.4847,1
10,0.349,1611.872,1385.128,4.29,0.481,0.0087,164.266,0.0286,3.1546,0.397,1
12,0.34,1790.284,1508.762,4.81,0.524,0.0112,192.8508,-0.1112,2.4407,0.4054,1
3,1.277,1824.8,1577.995,4.444,0.208,0.0724,596.624,-0.5948,7.1481,0.7617,1
0,0.921,1972.636,1637.754,4.395,0.207,0.0017,72.6741,-1.024,5.5671,0.2641,0
8,0.587,1699.767,1427.008,4.285,0.409,0.0239,292.6076,0.0852,2.8833,0.6015,0
6,0.72,1743.333,1458.628,4.326,0.385,0.0366,375.6259,-0.1603,2.804,0.7773,1
11,0.545,1857.912,1542.809,4.912,0.46,0.0118,212.5467,-0.1931,2.0159,0.5977,1
11,0.465,1785.996,1503.516,4.548,0.454,0.0073,193.6065,0.112,2.7187,0.522,1
10,0.513,1855.164,1553.494,4.517,0.448,0.0144,210.8578,0.0307,2.2687,0.5748,1
8,0.481,1737.199,1465.528,5.047,0.437,0.0062,181.747,-0.2711,2.5978,0.5516,1
8,0.493,1958.398,1620.648,4.824,0.413,0.0069,183.6193,-0.0337,1.8886,0.537,1
12,0.411,1876.114,1555.522,4.703,0.477,0.0063,173.2026,0.0939,2.184,0.4601,1
9,0.406,1730.711,1464.038,4.866,0.487,0.0084,184.881,-0.3376,2.7714,0.479,1
10,0.423,1738.41,1471.512,4.925,0.481,0.009,182.3529,-0.2225,2.6596,0.5071,1
9,0.456,1666.854,1418.452,4.458,0.447,0.009,176.5019,0.188,3.0729,0.5264,1
11,0.434,1951.492,1646.261,4.868,0.492,0.0057,144.2817,0.0769,2.1802,0.4893,1
12,0.409,1893.473,1577.503,4.69,0.445,0.0033,114.5063,-0.1416,2.0219,0.4515,1
11,0.314,1780.821,1511.56,4.481,0.532,0.0048,117.9862,0.1305,2.6294,0.3742,1
7,0.509,1789.323,1497.64,5.005,0.4,0.0068,164.2537,-0.1194,2.4806,0.5578,1
8,0.457,1754.968,1478.758,3.935,0.476,0.0078,165.9782,0.4413,2.8902,0.5138,1
9,0.479,1841.85,1517.746,5.038,0.438,0.0039,126.1128,-0.4253,2.3618,0.5021,1
8,0.479,1797.59,1528.576,4.53,0.416,0.01,188.5757,-0.1587,2.9161,0.548,1
7,0.365,1465.892,1313.733,4.904,0.495,0.01,250.9564,0.3625,6.5799,0.4767,1
0,1.661,1966.917,1599.64,4.109,0.114,0.0202,342.1552,-1.5143,10.3146,0.6187,0
0,0.584,1635.42,1380.162,4.512,0.263,0.0019,102.835,-1.4595,7.5276,0.3092,0
3,0.298,1517.459,1346.043,4.753,0.106,0.0031,110.1468,-1.9343,9.3596,0.3105,0
8,0.35,1551.25,1360.284,4.545,0.11,0.0113,216.9785,-1.1357,5.3166,0.4467,0
15,0.438,1777.898,1498.58,4.423,0.389,0.0229,279.1343,0.199,2.506,0.5142,0
11,0.397,1590.4,1364.33,4.593,0.486,0.0094,193.4302,-0.199,3.2746,0.4599,1
11,0.36,1837.539,1523.065,4.78,0.547,0.0106,195.9619,-0.0691,2.1204,0.4105,1
14,0.368,1756.623,1483.156,4.581,0.522,0.0148,204.1262,0.071,2.6237,0.4303,1
10,0.403,1809.437,1523.842,4.399,0.407,0.0071,172.8049,0.3289,2.4955,0.457,1
12,0.378,1667.986,1413.1,4.758,0.51,0.0112,212.6434,0.0109,2.8472,0.4527,1
14,0.361,1747.458,1465.923,4.729,0.486,0.0182,210.1309,-0.2401,2.5639,0.4275,1
10,0.361,1710.514,1448.823,4.585,0.534,0.008,173.0386,0.0977,2.7012,0.4208,1
14,0.297,1752.205,1477.088,4.469,0.523,0.0043,131.9272,0.1381,2.5656,0.3562,1
14,0.268,1622.719,1379.349,4.75,0.519,0.0048,120.6672,-0.0176,3.3205,0.3176,1
15,0.288,1690.281,1427.194,4.397,0.52,0.0056,134.0369,0.3037,2.7509,0.3398,1
10,0.284,1567.084,1355.267,4.297,0.529,0.0044,118.7954,-0.3139,3.5586,0.3432,1
13,0.282,1734.51,1473.694,4.753,0.503,0.0035,109.1522,0.098,2.6458,0.3406,1
14,0.275,1686.406,1435.837,4.467,0.507,0.0048,127.4295,-0.3955,3.1264,0.3362,1
14,0.293,1778.686,1497.043,4.488,0.558,0.0067,134.6873,0.2021,2.634,0.3464,1
13,0.263,1708.125,1454.962,4.618,0.538,0.0029,111.2762,-0.3613,3.2877,0.3233,1
15,0.261,1694.2,1425.469,4.478,0.54,0.0033,109.8577,0.2489,2.4084,0.3088,1
10,0.305,1708.865,1442.318,4.153,0.518,0.0088,171.7784,0.3583,2.6478,0.3743,1
14,0.26,1649.035,1410.922,4.644,0.518,0.0027,108.6265,0.1984,3.1556,0.3098,1
16,0.371,1848.27,1554.724,4.781,0.547,0.0163,227.1993,-0.0382,2.3143,0.4386,1
13,0.267,1728.417,1454.751,4.703,0.573,0.0047,119.7759,-0.2973,2.621,0.3205,1
4,0.384,1399.919,1302.752,4.793,0.343,0.0117,422.9695,-1.2773,12.7156,0.6483,1
0,1.579,2393.36,2060.07,4.392,0.18,0.0009,105.2006,1.8307,12.8716,0.3193,0
4,0.624,1967.514,1635.348,3.866,0.241,0.0039,139.2496,1.0471,4.1554,0.43,0
4,0.476,1692.831,1435.641,4.19,0.161,0.0133,244.9816,-0.116,3.4477,0.5161,0
7,0.244,1514.799,1355.006,4.929,0.116,0.004,125.6903,-1.3728,6.3531,0.3358,0
7,0.294,1569.764,1380.426,4.685,0.241,0.0047,170.4836,-0.3033,4.8527,0.3866,0
9,0.329,1586.078,1371.553,4.215,0.258,0.0047,184.6775,-0.2797,4.1105,0.4034,0
11,0.322,1471.943,1328.15,3.89,0.084,0.0114,254.8395,0.1612,6.8014,0.4781,0
13,0.284,1448.743,1313.525,3.54,0.084,0.0047,180.0466,0.4095,8.4275,0.4082,0
9,0.295,1452.554,1317.487,3.496,0.079,0.008,207.4697,0.8075,8.1574,0.4309,0
14,0.32,1477.365,1328.492,3.867,0.091,0.0075,233.1859,0.1175,6.996,0.4599,0
13,0.289,1438.279,1312.532,3.669,0.097,0.0056,211.3216,0.7882,8.6412,0.4418,0
14,0.254,1425.068,1313.349,3.432,0.112,0.0037,166.6515,1.9461,12.2675,0.3979,0
7,0.385,1403.739,1297.316,3.391,0.077,0.0326,460.9554,-0.991,11.7486,0.6387,0
13,0.329,1471.474,1329.88,3.94,0.088,0.0162,275.1995,-0.1647,7.984,0.4934,0
12,0.29,1455.406,1317.879,3.665,0.099,0.0067,195.5635,0.5721,7.6692,0.4206,0
12,0.383,1417.755,1295.117,4.411,0.099,0.0146,343.3562,0.6765,9.2349,0.5593,0
12,0.335,1475.828,1331.491,3.874,0.092,0.0108,271.0546,-0.4335,8.0942,0.4993,0
12,0.348,1471.532,1321.374,4.365,0.097,0.0078,258.5879,-0.0801,7.8411,0.4785,0
12,0.259,1426.522,1306.624,3.346,0.068,0.0049,167.2698,1.5036,10.0111,0.3906,0
11,0.319,1480.621,1329.809,3.659,0.085,0.005,231.9738,0.2229,6.5362,0.4557,0
11,0.336,1458.459,1322.834,3.55,0.07,0.0182,289.3398,0.2271,8.6393,0.5075,0
17,0.298,1455.094,1317.682,3.864,0.079,0.004,193.087,0.3537,9.241,0.4248,0
14,0.281,1441.287,1307.591,3.888,0.099,0.0035,168.9119,0.5631,9.3367,0.3918,0
12,0.73,1583.544,1377.751,4.027,0.139,0.3877,1144.6644,-0.5492,3.6224,0.9966,0
17,0.783,1594.812,1372.29,4.029,0.196,0.3652,1155.6071,-0.3132,3.4165,0.9903,0
9,0.318,1398.095,1287.482,3.67,0.101,0.0091,249.4606,1.3249,9.4213,0.4755,0
15,0.232,1421.819,1311.589,3.26,0.118,0.0028,130.1218,2.6485,11.8572,0.3623,0
13,0.266,1431.59,1309.126,3.822,0.102,0.0026,172.2819,1.101,10.717,0.3969,0
12,0.24,1426.141,1312.882,3.268,0.106,0.0025,140.774,2.5192,12.2868,0.3688,0
13,0.241,1422.061,1306.319,3.509,0.116,0.0032,137.1379,2.152,11.5719,0.3603,0
9,0.339,1428.535,1312.882,3.696,0.087,0.0323,348.5826,-0.9488,11.6305,0.5584,0
14,0.254,1434.275,1314.375,3.563,0.12,0.0028,154.191,2.056,11.0252,0.3813,0
15,0.363,1451.641,1315.752,3.989,0.105,0.0138,322.5323,-0.2655,8.7712,0.5385,0
8,0.358,1409.443,1292.755,3.831,0.091,0.0181,322.1143,-0.8823,9.9001,0.5414,0
18,0.644,1684.82,1459.4,4.225,0.122,0.3082,883.5634,-0.1645,3.3662,0.8729,0
18,0.989,1737.046,1458.128,3.601,0.204,1.0932,1652.4962,0.1836,2.3434,1.1933,0
5,0.313,1365.274,1277.362,4.036,0.104,0.0102,268.3184,-2.2956,24.4743,0.4928,0
11,0.262,1432.881,1306.652,3.693,0.1,0.0038,154.9202,1.6479,9.5505,0.3774,0
13,0.322,1483.465,1333.502,4.169,0.103,0.0118,233.7651,-0.4829,8.5064,0.4609,0
11,0.248,1407.664,1298.893,3.423,0.086,0.0027,157.4138,1.2315,11.9688,0.3867,0
15,0.252,1397.21,1297.711,3.303,0.12,0.0032,180.1862,2.676,11.6658,0.4163,0
8,0.322,1438.357,1315.738,3.522,0.077,0.016,291.1297,-0.0871,10.1142,0.5102,0
12,0.428,1443.764,1307.214,4.198,0.103,0.0166,426.6659,-1.4586,8.6743,0.6263,0
11,0.406,1463.204,1323.308,4.046,0.074,0.0348,416.1216,-1.1601,8.782,0.6104,0
14,0.747,1619.458,1410.725,3.957,0.139,0.5401,1217.4656,0.0989,3.7315,1.0213,0
18,1.376,1854.282,1545.489,2.836,0.167,4.9826,3163.4977,0.2207,1.9823,1.6462,0
13,0.286,1439.226,1315.866,3.269,0.092,0.0049,197.1371,1.7881,9.7534,0.431,0
10,0.439,1427.31,1299.726,4.474,0.107,0.0563,470.9017,-1.2319,10.1277,0.6431,0
14,0.499,1485.891,1324.025,4.408,0.142,0.0781,524.7258,-0.0407,6.9319,0.6804,0
14,0.557,1546.752,1358.906,4.331,0.133,0.1357,672.754,-0.9354,4.9779,0.7679,0
15,0.79,1542.661,1346.042,3.7,0.145,0.5699,1227.016,0.1386,3.684,1.0377,0
7,0.322,1395.283,1296.267,3.632,0.066,0.0036,319.9321,1.7271,12.6788,0.5458,0
11,0.243,1423.13,1306.215,3.41,0.099,0.0026,133.9148,2.4128,11.5021,0.3576,0
15,0.234,1429.128,1315.003,3.298,0.127,0.0019,136.4062,2.5541,11.2587,0.3626,0
15,0.227,1425.275,1306.006,3.323,0.133,0.002,107.0529,2.5546,12.2711,0.3219,0
15,0.241,1436.145,1322.339,3.288,0.124,0.0025,149.8159,2.5566,10.9273,0.3801,0
13,0.283,1432.169,1311.948,3.572,0.112,0.0089,213.5533,0.4499,10.5533,0.4417,0
10,0.33,1408.331,1296.246,4.151,0.097,0.0124,290.4792,-1.2307,13.143,0.5131,0
14,0.34,1447.813,1312.837,4.192,0.106,0.0132,275.1467,-0.631,9.2002,0.503,0
13,0.23,1415.304,1308.993,3.291,0.109,0.0033,142.9237,2.7443,12.4946,0.3696,0
14,0.244,1429.494,1305.323,3.509,0.12,0.0018,121.4298,1.9907,10.6529,0.3428,0
13,0.251,1430.128,1312.529,3.533,0.116,0.0025,152.362,2.1553,10.8785,0.3816,0
13,0.268,1426.34,1305.368,3.908,0.105,0.004,172.3612,0.9416,10.9598,0.3989,0
15,0.291,1437.102,1307.715,3.847,0.123,0.0049,189.746,0.3134,10.4465,0.4196,0
11,0.288,1437.173,1306.035,4.04,0.105,0.0046,175.7205,1.0119,8.7432,0.411,0
9,0.421,1407.023,1295.928,3.444,0.084,0.0381,497.6293,-1.3687,11.4263,0.6728,0
13,0.31,1457.697,1312.984,4.02,0.095,0.0087,217.0609,-0.0056,7.8578,0.4301,0
13,0.285,1462.789,1321.217,3.855,0.123,0.0034,177.5748,0.8563,7.7057,0.4043,0
15,0.321,1466.902,1323.768,3.766,0.099,0.0083,243.5823,-0.0214,7.4768,0.4722,0
14,0.308,1468.859,1324.662,3.841,0.119,0.0046,201.6339,0.2295,8.5921,0.4319,0
13,0.29,1433.348,1304.63,3.794,0.102,0.0065,190.1125,0.5585,9.1393,0.4164,0
18,0.262,1438.43,1309.137,3.532,0.092,0.0023,146.5671,0.4129,10.5008,0.3759,0
10,0.287,1443.905,1312.702,3.667,0.066,0.0044,188.6937,1.2921,9.7154,0.4117,0
12,0.244,1417.889,1304.041,3.217,0.087,0.0032,139.939,1.8964,12.0232,0.3673,0
12,0.234,1410.231,1301.687,3.507,0.106,0.0029,138.4483,2.1886,12.1557,0.3622,0
12,0.358,1460.282,1322.897,4.18,0.092,0.0169,321.1584,-0.5502,8.9866,0.5388,0
13,0.417,1553.203,1378.361,4.105,0.087,0.0334,406.8534,-0.7238,6.1426,0.5972,0
17,0.562,1613.096,1403.676,4.226,0.165,0.1232,669.5627,-0.2146,3.8678,0.7622,1
23,0.602,1760.446,1476.505,4.133,0.319,0.1615,595.697,0.1936,2.2236,0.7173,1
26,0.488,1817.001,1510.866,5.108,0.335,0.049,353.6079,-0.3363,2.4346,0.5562,1
20,0.792,1693.55,1460.2,4.17,0.214,0.7481,1252.1497,-0.1617,3.4982,1.0412,1
22,1.216,1833.639,1520.681,3.16,0.288,3.4392,2410.6525,0.0637,2.0545,1.4256,1
20,0.751,1645.365,1397.037,4.24,0.297,0.5318,1007.8087,0.1458,2.7503,0.9179,1
25,0.894,1832.308,1517.622,4.04,0.277,0.9819,1252.732,-0.2008,2.1941,1.037,1
23,0.823,1793.499,1493.515,4.471,0.247,0.5847,1053.6631,-0.1649,2.3745,0.9612,1
23,0.812,1834.994,1522.008,3.99,0.301,0.4877,1007.4339,-0.0604,2.0696,0.9322,1
23,0.713,1686.726,1418.676,4.25,0.289,0.3436,834.7894,0.0747,2.3774,0.8438,1
24,0.794,1727.006,1454.685,4.161,0.288,0.511,1073.1357,-0.242,2.7343,0.9623,1
23,0.841,1904.425,1576.122,4.077,0.3,0.4537,1035.2015,-0.1808,2.0504,0.9428,1
20,0.874,1743.475,1444.028,4.353,0.285,0.4821,1064.2237,-0.2943,2.2589,0.9751,1
23,0.853,1755.483,1476.475,3.781,0.28,0.584,1169.2857,-0.1406,2.6271,1.0275,1
20,0.929,1739.5,1459.612,3.737,0.292,1.1164,1436.6501,0.0008,2.5111,1.1141,1
24,0.708,1906.704,1580.118,4.7,0.306,0.2644,680.1999,-0.3421,2.2082,0.7675,1
25,0.706,1843.52,1536.498,4.414,0.313,0.3794,793.7706,-0.0892,2.1987,0.8249,1
23,0.851,1867.235,1556.079,4.716,0.25,0.5414,1131.6119,-0.509,2.3148,1.0031,1
0,4.787,1347.551,1308.294,2.706,0.012,4644.1798,133804.8438,-4.9778,29.9012,11.3134,0
0,1.018,1577.081,1337.289,4.97,0.279,0.0082,205.7269,-3.045,22.0874,0.4481,0
2,0.395,1483.08,1311.216,4.468,0.192,0.0037,136.0814,-1.1039,7.2607,0.3603,0
12,0.365,1595.279,1370.289,4.166,0.152,0.0037,160.8293,0.6249,5.6231,0.3886,0
11,0.322,1534.395,1339.678,4.125,0.134,0.0019,113.7169,0.7491,4.9973,0.3412,0
10,0.248,1561.38,1364.411,4.036,0.104,0.0024,110.0605,0.4766,5.1599,0.3224,0
12,0.279,1600.234,1374.491,4.705,0.143,0.0015,122.7251,-0.1355,3.1771,0.348,0
13,0.314,1650.262,1411.364,4.431,0.112,0.0028,122.5386,-0.1039,3.6434,0.3593,0
4,0.307,1445.189,1311.78,4.078,0.094,0.0098,236.4666,1.1008,7.489,0.4665,0
0,2.223,1297.754,1283.023,3.23,0.007,1034.4672,89983.2624,-7.2745,58.1013,9.2324,0
17,0.213,1580.012,1371.817,4.224,0.1,0.0004,60.3648,-1.0662,7.0699,0.2394,0
14,0.219,1545.324,1348.101,4.59,0.112,0.001,79.1513,-1.1853,6.0872,0.2679,0
8,0.634,1740.128,1490.656,3.408,0.097,0.166,824.7512,-0.3713,2.9192,0.8273,0
8,0.607,1732.425,1484.277,3.149,0.089,0.1602,758.4929,-0.2855,2.9877,0.7923,0
7,0.627,1700.926,1468.953,3.16,0.074,0.1924,840.2407,-0.5185,3.2477,0.841,0
8,0.623,1721.276,1483.253,3.392,0.084,0.1793,854.2839,-0.4897,3.1868,0.8311,0
8,0.634,1700.637,1458.634,3.501,0.1,0.1622,834.1279,-0.4758,3.0878,0.8314,0
8,0.631,1722.682,1484.028,3.394,0.092,0.1765,855.1958,-0.491,3.1093,0.8434,0
8,0.615,1723.687,1479.939,3.331,0.098,0.1694,787.7644,-0.3678,3.0883,0.8059,0
7,0.622,1769.352,1508.124,3.184,0.093,0.1588,750.061,-0.2259,2.8418,0.7919,0
8,0.626,1766.722,1510.339,3.357,0.095,0.1563,798.2684,-0.3219,2.916,0.8069,0
8,0.634,1750.403,1503.517,3.456,0.099,0.167,840.5127,-0.4423,3.0117,0.8337,0
8,0.636,1752.784,1498.456,3.301,0.097,0.1648,807.1172,-0.3431,2.9183,0.8203,0
8,0.617,1755.668,1497.693,3.006,0.084,0.1638,758.2167,-0.2163,2.8644,0.7894,0
7,0.615,1712.778,1479.322,3.107,0.072,0.1953,829.5412,-0.4802,3.1907,0.8324,0
8,0.645,1712.942,1475.283,2.963,0.068,0.202,904.2657,-0.5147,3.1831,0.8581,0
8,0.646,1725.444,1483.786,3.315,0.083,0.1787,878.3932,-0.5059,3.0986,0.8518,0
8,0.623,1717.023,1487.489,2.989,0.071,0.1938,863.24,-0.5155,3.2026,0.8487,0
7,0.628,1724.601,1493.152,2.784,0.064,0.22,883.9866,-0.4506,3.1515,0.8507,0
8,0.622,1711.97,1469.15,3.311,0.086,0.1798,810.7875,-0.4365,3.1647,0.8171,0
8,0.64,1748.447,1495.354,3.477,0.103,0.1588,820.684,-0.4062,2.9702,0.8243,0
8,0.641,1727.617,1492.403,2.987,0.071,0.2023,907.4602,-0.51,3.1083,0.8668,0
8,0.615,1701.912,1466.731,3.129,0.081,0.1943,819.9015,-0.4083,3.1361,0.8228,0
7,0.634,1765.523,1505.306,2.923,0.063,0.1742,772.7091,-0.2173,2.8475,0.8053,0
8,0.618,1705.701,1456.736,3.212,0.085,0.1611,785.3329,-0.2939,2.9343,0.7977,0
8,0.653,1714.874,1472.877,3.035,0.075,0.1927,903.0929,-0.4848,3.0344,0.8635,0
8,0.642,1749.274,1498.412,3.376,0.096,0.169,830.3201,-0.3775,2.9796,0.8322,0
8,0.63,1711.174,1478.009,2.845,0.067,0.2114,867.1023,-0.4389,3.1527,0.8433,0
7,0.624,1696.102,1461.238,2.942,0.062,0.2082,843.6488,-0.4803,3.2382,0.8326,0
8,0.646,1732.446,1490.224,3.164,0.079,0.1826,887.881,-0.4963,3.0628,0.8566,0
8,0.643,1726.546,1477.995,3.417,0.096,0.168,848.3121,-0.4183,2.9887,0.8382,0
8,0.618,1703.541,1472.635,2.957,0.07,0.1998,842.3127,-0.4779,3.1894,0.835,0
7,0.622,1727.099,1474.343,3.248,0.092,0.1698,766.7395,-0.29,2.965,0.7983,0
8,0.628,1736.48,1495.349,3.308,0.083,0.1797,853.5466,-0.4617,3.0816,0.8362,0
8,0.656,1720.946,1476.664,2.961,0.071,0.1835,889.3886,-0.4785,3.0585,0.8565,0
8,0.623,1718.081,1484.067,2.784,0.065,0.2077,845.8782,-0.4161,3.132,0.8366,0
7,0.62,1695.149,1457.722,2.912,0.062,0.2014,819.4803,-0.4235,3.1863,0.8206,0
8,0.636,1740.228,1499.914,3.006,0.072,0.176,874.8374,-0.484,3.0603,0.8498,0
7,0.675,1481.083,1319.789,3.42,0.096,0.3087,1002.4309,-0.8022,4.1392,0.9175,0
25,0.453,1903.083,1591.194,4.872,0.294,0.0653,328.2932,-0.1665,2.0398,0.5334,1
21,0.352,1583.291,1371.412,4.465,0.287,0.0191,234.4391,0.3711,3.3294,0.4548,1
22,0.428,1658.172,1409.328,5.06,0.288,0.0292,273.5164,-0.1263,2.5374,0.494,1
23,0.388,1755.858,1474.762,4.526,0.314,0.0192,235.9462,0.2308,2.7244,0.4561,1
