TCSC,MAV,STE,MEA,Shannon_ent,sample_ent,band_power,segment_energy,skewness,kurtosis,std_dev,rhythm
9,0.389,1798.615,1514.475,4.926,0.354,0.026766,272.288685,-0.4404,2.4758,0.4802,0
9,0.327,1783.151,1518.764,4.279,0.285,0.016077,219.605877,-0.312,2.5102,0.4208,0
11,0.34,1784.546,1513.739,4.798,0.332,0.01896,225.016528,-0.3746,2.566,0.4314,0
11,0.38,1800.411,1523.68,4.51,0.303,0.018203,273.884702,-0.1148,2.3488,0.4806,1
10,0.292,1775.612,1506.761,4.797,0.368,0.007226,163.30161,-0.3805,2.6973,0.368,0
9,0.381,1832.77,1556.546,4.544,0.303,0.027734,277.277517,-0.306,2.3865,0.4808,0
11,0.385,1875.832,1586.998,4.721,0.31,0.024243,259.498944,-0.1977,2.3114,0.4763,0
12,0.409,1743.248,1489.052,4.802,0.362,0.035855,318.725486,0.0822,2.9091,0.5276,0
10,0.341,1883.728,1602.94,4.58,0.34,0.016535,222.370074,-0.3829,2.3695,0.4273,0
11,0.485,1874.653,1580.354,4.539,0.371,0.062984,424.845133,-0.0589,2.2314,0.5954,1
11,0.398,1865.678,1588.478,4.593,0.276,0.032093,306.246347,-0.2527,2.3777,0.5032,0
9,0.35,1895.518,1624.137,4.588,0.242,0.022494,244.127009,-0.3102,2.4147,0.4456,0
9,0.367,1887.408,1610.88,4.448,0.303,0.0215,257.98117,-0.2657,2.3433,0.4621,0
10,0.388,1841.554,1550.93,4.743,0.358,0.025866,271.634826,-0.35,2.3865,0.4773,0
9,0.366,1809.39,1536.484,4.512,0.332,0.023339,259.830563,-0.2779,2.5045,0.4639,0
10,0.376,1839.342,1558.216,4.758,0.358,0.020903,261.810649,-0.3532,2.4211,0.468,0
10,0.415,1799.187,1518.065,4.93,0.349,0.038837,317.345132,-0.4063,2.5041,0.5148,0
9,0.35,1836.152,1548.675,4.394,0.344,0.015789,222.256174,-0.3163,2.3468,0.4303,0
14,0.575,2121.361,1789.436,4.965,0.394,0.143467,536.892638,-0.1455,1.742,0.6646,0
10,0.386,1783.505,1505.18,4.698,0.327,0.027332,274.562131,-0.2886,2.52,0.4787,0
10,0.416,1886.888,1590.94,4.851,0.363,0.029939,300.690807,-0.3925,2.3198,0.5056,0
9,0.388,1792.84,1511.546,4.712,0.328,0.025361,273.969108,-0.4426,2.5011,0.4803,0
12,0.487,1863.373,1558.816,4.635,0.353,0.073262,414.335358,-0.1322,2.1289,0.5868,0
10,0.389,1797.57,1511.96,4.826,0.344,0.023507,268.653093,-0.4313,2.4693,0.4774,0
10,0.39,1814.65,1536.103,4.677,0.352,0.022058,277.456723,-0.3743,2.4482,0.484,0
9,0.388,1854.565,1564.138,4.836,0.318,0.021761,263.573046,-0.4195,2.4214,0.4759,0
11,0.454,1901.913,1607.686,4.858,0.345,0.049113,368.35519,-0.237,2.202,0.5582,1
10,0.498,1920.382,1619.121,4.734,0.348,0.051789,425.527898,-0.117,2.1863,0.6026,0
12,0.488,1888.428,1572.606,4.946,0.362,0.07063,408.861505,-0.2851,1.996,0.5828,1
11,0.509,1945.687,1628.692,4.734,0.366,0.067263,424.285971,-0.0417,1.9876,0.606,1
13,0.576,1955.487,1627.123,4.738,0.382,0.099189,531.592374,-0.0769,1.9192,0.6733,1
12,0.573,1998.04,1660.509,5.051,0.399,0.104995,506.050757,-0.1613,1.8583,0.6612,0
9,0.407,1877.051,1579.659,4.51,0.332,0.031158,291.825847,-0.245,2.2452,0.493,0
10,0.412,1889.323,1590.838,4.777,0.351,0.029571,300.724763,-0.3063,2.2495,0.501,0
9,0.407,1812.755,1527.505,4.871,0.333,0.024665,296.896696,-0.3807,2.511,0.5004,0
9,0.432,1852.317,1558.161,4.645,0.357,0.037968,332.173826,-0.2708,2.2847,0.5259,0
12,0.368,1745.073,1471.206,4.864,0.361,0.017487,245.9063,-0.4583,2.5776,0.4553,0
11,0.473,1893.12,1589.974,4.728,0.344,0.036444,392.748439,-0.2229,2.1925,0.5705,0
12,0.462,1916.1,1617.953,4.926,0.341,0.047387,377.195291,-0.2667,2.2553,0.5604,0
12,0.541,1959.52,1642.418,4.721,0.37,0.101816,479.016376,-0.0625,1.9612,0.6444,0
10,0.406,1828.292,1536.605,4.599,0.325,0.026038,296.641339,-0.3562,2.3126,0.4954,0
12,0.566,2014.238,1693.644,4.813,0.362,0.119944,543.697207,-0.207,1.8927,0.6682,1
13,0.631,2065.426,1707.982,4.998,0.391,0.15664,607.054439,-0.1989,1.6976,0.7112,1
10,0.415,1850.286,1565.034,4.787,0.361,0.041201,317.640163,-0.2066,2.2993,0.516,0
9,0.444,1864.638,1568.076,4.746,0.314,0.032287,346.434834,-0.2851,2.2939,0.5403,0
10,0.395,1797.28,1505.282,4.748,0.343,0.024442,272.736446,-0.3647,2.3672,0.4786,0
10,0.423,1871.029,1574.044,4.718,0.358,0.028992,313.05997,-0.3169,2.2047,0.514,0
9,0.367,1882.015,1589.689,4.722,0.359,0.020006,238.875379,-0.2696,2.3342,0.4504,0
10,0.411,1766.999,1484.321,4.874,0.334,0.028694,300.599113,-0.4046,2.4853,0.5031,0
12,0.447,1985.323,1682.524,4.559,0.345,0.045832,353.149224,-0.1056,2.0292,0.5414,0
9,0.394,1806.824,1522.704,4.89,0.352,0.025938,286.582836,-0.3212,2.4383,0.4872,0
10,0.398,1848.4,1564.858,4.531,0.356,0.034905,295.370345,-0.2078,2.3512,0.496,0
11,0.424,1904.725,1614.42,4.812,0.354,0.028681,312.786072,-0.2016,2.2571,0.5228,1
12,0.367,1782.256,1511.646,4.511,0.299,0.020717,259.305778,-0.3554,2.4788,0.4659,0
10,0.408,1865.22,1571.374,4.8,0.356,0.031444,299.950695,-0.2927,2.2823,0.501,0
9,0.369,1861.759,1579.747,4.645,0.334,0.017734,256.735159,-0.3623,2.3872,0.4598,0
10,0.423,1841.486,1549.078,4.954,0.372,0.037804,319.574786,-0.3747,2.3787,0.5182,0
9,0.329,1879.831,1603.93,4.446,0.324,0.015267,208.086746,-0.3115,2.3807,0.4143,0
10,0.38,1804.115,1522.452,4.666,0.35,0.025843,272.101484,-0.3447,2.3955,0.4739,0
9,0.387,1867.895,1589.239,4.687,0.325,0.030002,288.618917,-0.2775,2.4139,0.4867,0
10,0.391,1908.742,1615.731,4.743,0.366,0.027106,274.895657,-0.2718,2.2308,0.4798,0
9,0.356,1811.418,1540.624,4.549,0.335,0.01961,248.027243,-0.3159,2.4982,0.4508,0
9,0.36,1879.669,1595.131,4.578,0.322,0.022184,243.2974,-0.2421,2.333,0.4487,0
10,0.368,1835.965,1552.669,4.793,0.337,0.020491,256.888824,-0.3639,2.4063,0.4597,0
9,0.364,1780.497,1504.137,4.348,0.293,0.023195,248.907632,-0.2775,2.3911,0.4556,0
10,0.375,1972.179,1693.153,4.614,0.3,0.030323,263.675428,-0.2153,2.2607,0.4656,0
9,0.343,1814.504,1538.082,4.44,0.275,0.014943,227.096659,-0.3757,2.4109,0.4336,0
10,0.349,1787.604,1508.133,4.562,0.335,0.018769,232.673973,-0.3385,2.4053,0.4365,0
9,0.329,1899.722,1637.52,4.437,0.236,0.017341,219.248167,-0.3226,2.4665,0.423,0
9,0.339,1919.277,1650.168,4.305,0.26,0.018729,227.201422,-0.2546,2.3194,0.4309,0
10,0.369,1914.93,1636.159,4.778,0.309,0.029754,258.991522,-0.3422,2.3728,0.4622,0
9,0.356,1908.298,1637.667,4.355,0.265,0.022721,250.103465,-0.2602,2.3419,0.4519,0
10,0.396,1796.246,1512.193,4.745,0.326,0.030165,292.289809,-0.3698,2.3979,0.4908,0
9,0.42,1827.986,1540.608,4.475,0.287,0.037655,329.210889,-0.2486,2.2731,0.5205,0
10,0.375,1882.837,1607.55,4.684,0.283,0.030413,277.65061,-0.3216,2.4081,0.4757,0
9,0.422,1838.64,1553.447,4.456,0.329,0.042572,333.327319,-0.1858,2.322,0.5245,0
10,0.373,1960.391,1689.837,4.684,0.266,0.030071,270.342836,-0.3158,2.3486,0.4686,0
9,0.423,1969.256,1699.459,4.393,0.234,0.046389,348.962141,-0.1881,2.2564,0.5327,0
10,0.354,1820.038,1539.566,4.726,0.345,0.018588,236.934963,-0.3342,2.462,0.4435,0
10,0.384,1932.737,1653.174,4.333,0.252,0.024302,276.616461,-0.1672,2.2615,0.4795,0
9,0.364,1926.08,1651.869,4.625,0.285,0.026696,254.76254,-0.3439,2.418,0.457,0
9,0.374,1929.091,1666.441,4.46,0.243,0.029575,276.010216,-0.2103,2.4063,0.4775,0
10,0.376,1810.322,1526.745,4.648,0.337,0.025082,262.125101,-0.2943,2.3562,0.4683,0
10,0.393,1828.758,1547.323,4.448,0.286,0.027606,298.766505,-0.2283,2.3114,0.4925,0
9,0.378,1904.077,1626.269,4.669,0.297,0.028727,270.90547,-0.2795,2.402,0.4738,0
9,0.402,1936.503,1660.078,4.602,0.274,0.037528,316.617827,-0.1821,2.3001,0.5055,0
10,0.387,1829.676,1550.175,4.59,0.32,0.031908,281.784761,-0.3092,2.3753,0.4847,0
9,0.404,1980.104,1709.845,4.537,0.233,0.037541,316.42295,-0.2118,2.2838,0.5071,0
10,0.387,1908.127,1619.695,4.517,0.337,0.026366,276.888152,-0.2338,2.2548,0.4793,0
9,0.388,1955.2,1683.241,4.595,0.26,0.033902,293.304847,-0.2225,2.3236,0.4883,0
10,0.378,1968.062,1699.352,4.39,0.251,0.030246,275.428469,-0.2216,2.2709,0.4757,0
9,0.406,1899.953,1621.3,4.637,0.256,0.040575,318.578188,-0.2397,2.3649,0.5104,0
10,0.372,1909.232,1632.269,4.313,0.257,0.029032,269.640057,-0.189,2.298,0.4688,0
9,0.421,1959.145,1679.378,4.675,0.254,0.046091,337.892216,-0.233,2.264,0.5254,0
9,0.376,1917.551,1641.134,4.295,0.254,0.027751,273.227446,-0.1911,2.302,0.4725,0
10,0.378,1919.899,1646.38,4.66,0.262,0.029583,279.093362,-0.3244,2.3933,0.4769,0
9,0.357,1889.684,1615.832,4.272,0.228,0.022353,248.410344,-0.2157,2.3519,0.452,0
10,0.354,1940.914,1675.747,4.517,0.275,0.026276,247.478053,-0.3143,2.3869,0.4496,0
9,0.364,1910.703,1644.34,4.444,0.239,0.02621,265.518673,-0.2838,2.4272,0.4645,0
10,0.375,1913.768,1632.548,4.364,0.262,0.027731,267.091663,-0.2505,2.2749,0.4698,0
9,0.37,1890.786,1614.935,4.507,0.247,0.027277,270.36434,-0.2575,2.3938,0.4674,0
10,0.361,1862.176,1587.439,4.279,0.252,0.0253,257.404623,-0.2321,2.3636,0.458,0
9,0.336,1881.031,1608.529,4.578,0.269,0.018397,220.747068,-0.2704,2.4485,0.426,0
10,0.332,1905.456,1636.543,4.265,0.263,0.0195,217.68712,-0.2049,2.3962,0.4216,0
9,0.359,1908.694,1636.444,4.634,0.259,0.023777,253.49462,-0.3078,2.4101,0.455,0
9,0.347,1892.373,1618.652,4.214,0.253,0.019435,235.418407,-0.2246,2.3365,0.4392,0
10,0.395,1973.942,1699.645,4.572,0.249,0.036806,299.33962,-0.2403,2.3028,0.4934,0
9,0.344,1861.484,1590.663,4.318,0.243,0.020267,232.817377,-0.2195,2.4309,0.4392,0
10,0.363,1909.374,1631.159,4.444,0.254,0.026877,259.057969,-0.2529,2.3127,0.458,0
9,0.365,1873.995,1605.514,4.478,0.242,0.026947,267.982719,-0.2368,2.4604,0.4668,0
10,0.36,1890.754,1619.933,4.382,0.271,0.024839,255.038042,-0.2493,2.3944,0.4579,0
9,0.352,1883.03,1612.631,4.565,0.264,0.022248,246.801344,-0.278,2.4442,0.4489,0
9,0.338,1879.83,1609.334,4.244,0.25,0.018217,226.518558,-0.2536,2.3867,0.4302,0
10,0.365,1904.522,1628.635,4.619,0.263,0.026359,258.178216,-0.2789,2.3847,0.4603,0
9,0.377,1934.425,1663.934,4.29,0.237,0.028931,276.697503,-0.1949,2.3083,0.4777,0
10,0.335,1931.602,1653.215,4.479,0.269,0.018373,216.796321,-0.2858,2.3288,0.4197,0
9,0.361,1944.69,1680.703,4.363,0.234,0.024921,256.170103,-0.2192,2.3416,0.4597,0
10,0.337,1952.298,1679.182,4.494,0.268,0.019792,221.851149,-0.2703,2.2845,0.4247,0
9,0.351,1935.934,1669.407,4.45,0.25,0.02308,243.330666,-0.256,2.3793,0.4458,0
10,0.367,1967.01,1692.133,4.442,0.271,0.027589,259.08741,-0.238,2.235,0.4606,0
9,0.376,1859.92,1588.636,4.611,0.263,0.030526,282.452596,-0.2629,2.4576,0.4794,0
10,0.359,1939.44,1668.883,4.31,0.263,0.024919,251.941405,-0.2325,2.3054,0.4543,0
9,0.358,1949.34,1677.653,4.575,0.262,0.023949,248.07661,-0.2881,2.3412,0.4504,0
10,0.371,1907.917,1637.04,4.32,0.255,0.028134,271.364356,-0.2157,2.3491,0.4718,0
9,0.356,1942.555,1665.276,4.6,0.272,0.022562,242.083977,-0.2358,2.3337,0.4459,0
10,0.353,1946.276,1674.494,4.302,0.271,0.023656,241.127194,-0.1901,2.2979,0.4445,0
9,0.38,1907.817,1631.889,4.606,0.27,0.031065,281.880799,-0.2509,2.3739,0.4795,0
10,0.343,1899.982,1627.147,4.41,0.288,0.021435,229.255512,-0.2367,2.3605,0.434,0
9,0.349,1930.568,1661.673,4.564,0.27,0.021886,239.874347,-0.2832,2.3842,0.4423,0
10,0.383,1955.367,1678.161,4.479,0.286,0.033055,278.947531,-0.2202,2.2496,0.4789,0
9,0.336,1857.221,1582.085,4.541,0.272,0.018978,223.552835,-0.2734,2.4425,0.4259,0
10,0.355,1960.631,1688.029,4.398,0.271,0.024004,241.437302,-0.2537,2.2743,0.4459,0
9,0.341,1866.565,1594.858,4.602,0.272,0.019564,230.943301,-0.3033,2.4813,0.4326,0
10,0.351,1928.076,1653.078,4.369,0.277,0.021617,236.743256,-0.2725,2.3015,0.4414,0
9,0.331,1888.179,1613.97,4.541,0.292,0.01658,213.411246,-0.2401,2.4029,0.4203,0
10,0.355,1930.234,1660.728,4.307,0.275,0.024023,246.718092,-0.2229,2.331,0.4498,0
9,0.353,1934.658,1658.802,4.582,0.267,0.021747,241.757163,-0.291,2.3419,0.4439,0
9,0.359,1933.974,1659.786,4.315,0.271,0.025133,249.38066,-0.1936,2.2903,0.4515,0
9,0.36,1915.23,1638.5,4.611,0.274,0.024019,251.488409,-0.2899,2.3651,0.4537,0
9,0.354,1881.034,1607.366,4.32,0.27,0.022595,248.450217,-0.1919,2.3594,0.4496,0
10,0.386,1976.132,1705.855,4.654,0.264,0.033758,286.465316,-0.309,2.3251,0.4839,0
9,0.366,1906.859,1633.562,4.294,0.239,0.024985,261.725292,-0.22,2.3239,0.4629,0
10,0.366,1902.368,1623.691,4.578,0.276,0.028263,259.919994,-0.3261,2.3693,0.4597,0
9,0.36,1902.052,1632.42,4.387,0.263,0.023839,251.051169,-0.2341,2.4049,0.4562,0
10,0.342,1879.951,1597.751,4.563,0.29,0.018512,224.326715,-0.2725,2.3637,0.428,0
9,0.359,1909.248,1637.593,4.352,0.243,0.024106,248.792734,-0.2153,2.3824,0.454,0
10,0.347,1907.122,1629.724,4.568,0.29,0.021663,234.070225,-0.2939,2.3603,0.4366,0
9,0.322,1930.711,1669.682,4.366,0.252,0.015659,204.457516,-0.2613,2.4271,0.4115,0
10,0.369,1901.289,1626.056,4.522,0.296,0.027272,265.298939,-0.2721,2.3691,0.4654,0
9,0.339,1894.563,1622.319,4.413,0.246,0.018823,224.618006,-0.2705,2.4043,0.4294,0
10,0.35,1922.81,1653.328,4.435,0.266,0.022024,238.956586,-0.2792,2.3818,0.443,0
10,0.343,1814.109,1537.216,4.55,0.303,0.019856,225.979353,-0.3309,2.4666,0.432,0
13,0.346,1758.113,1508.753,5.266,0.282,0.013512,228.58417,-0.3624,3.0359,0.45,0
11,0.342,1771.494,1516.411,5.273,0.269,0.013293,222.849334,-0.36,2.9288,0.442,0
11,0.341,1770.297,1516.928,5.297,0.261,0.013804,219.484631,-0.2671,2.9718,0.4412,0
11,0.335,1753.616,1504.911,5.319,0.276,0.015218,213.250597,-0.2762,3.0883,0.4364,0
14,0.352,1775.613,1526.375,5.368,0.267,0.019694,240.980698,-0.2475,3.0505,0.4587,0
13,0.36,1786.443,1541.756,5.365,0.274,0.022208,250.380128,-0.2544,3.0694,0.4726,0
9,0.378,1775.695,1520.042,5.144,0.355,0.028348,288.970627,-0.3473,2.827,0.4908,0
10,0.35,1767.745,1519.517,5.347,0.305,0.01802,233.208579,-0.3403,3.0335,0.457,0
14,0.497,2074.964,1734.164,5.027,0.437,0.07746,395.362919,-0.1628,1.7088,0.5725,1
12,0.42,1921.616,1612.83,5.017,0.417,0.026156,299.957429,-0.1554,2.0638,0.506,0
12,0.31,1866.155,1596.147,4.659,0.284,0.010629,189.36118,-0.4587,2.4698,0.3946,0
9,0.303,1714.409,1463.834,4.813,0.349,0.010735,183.363169,-0.4751,2.8995,0.3935,0
11,0.345,1775.432,1527.303,5.309,0.275,0.012049,229.854865,-0.3141,2.9997,0.4509,0
13,0.372,1809.995,1532.251,5.039,0.379,0.022436,256.613976,-0.0981,2.5455,0.4641,1
13,0.439,2055.692,1720.349,4.823,0.406,0.035832,309.585158,-0.2469,1.7637,0.5091,1
14,0.476,1986.508,1686.104,5.268,0.319,0.056522,391.327272,-0.1599,2.0711,0.5775,0
15,0.439,1809.048,1519.075,4.71,0.407,0.040319,336.600033,0.135,2.3054,0.5379,0
14,0.357,1837.775,1567.247,5.322,0.324,0.014882,235.509051,-0.267,2.6372,0.4518,1
12,0.39,1918.487,1622.483,4.86,0.41,0.021104,265.083523,-0.2609,2.2218,0.476,1
13,0.334,1767.529,1512.196,5.257,0.289,0.009675,207.304403,-0.2282,2.9241,0.4313,0
12,0.323,1763.986,1510.162,5.087,0.338,0.008309,205.794413,-0.5144,2.9742,0.4195,0
12,0.332,1817.599,1564.96,5.137,0.326,0.016507,218.177605,-0.3126,2.7861,0.4328,0
14,0.378,1940.558,1648.364,4.882,0.347,0.028415,257.887158,-0.2523,2.1628,0.465,0
15,0.323,1730.496,1475.471,5.003,0.376,0.011072,197.469665,-0.4578,3.0396,0.412,0
10,0.279,1694.447,1463.222,5.268,0.325,0.006333,160.464637,-0.5352,3.4533,0.3736,1
11,0.447,1866.756,1574.076,5.102,0.349,0.047779,366.040141,-0.2203,2.247,0.5514,0
12,0.353,1745.764,1484.491,5.001,0.363,0.021287,240.559428,-0.4282,2.7551,0.4509,0
10,0.362,1838.861,1565.074,4.989,0.357,0.018172,236.862284,-0.329,2.5301,0.4545,0
11,0.338,1749.238,1497.1,4.968,0.33,0.012134,228.091959,-0.3478,2.9712,0.4391,0
12,0.364,1801.62,1533.84,5.255,0.344,0.016095,252.484673,-0.4622,2.646,0.4633,0
11,0.289,1734.633,1489.143,4.797,0.376,0.008058,167.267434,-0.5615,3.0043,0.3801,0
12,0.418,1946.821,1647.829,5.009,0.374,0.037373,314.324453,-0.3694,2.1189,0.5081,1
13,0.395,1958.865,1683.428,5.096,0.344,0.022992,284.921053,-0.1628,2.309,0.4937,1
10,0.353,1795.837,1531.181,4.982,0.332,0.019922,252.139265,-0.3521,2.6154,0.4539,0
11,0.356,1769.56,1509.127,5.105,0.37,0.022397,247.422296,-0.467,2.7429,0.4577,0
12,0.41,1946.22,1649.457,5.239,0.355,0.035591,294.893477,-0.2387,2.1684,0.5006,0
11,0.409,1948.492,1667.58,4.922,0.307,0.033087,313.077062,-0.1731,2.2474,0.5077,1
12,0.311,1786.759,1525.218,4.843,0.379,0.009296,190.280009,-0.5947,2.7896,0.3983,0
13,0.383,1855.788,1571.265,4.927,0.378,0.027139,268.695609,-0.3214,2.3814,0.4752,0
15,0.335,1829.295,1559.351,4.905,0.354,0.015257,212.002581,-0.5373,2.6203,0.4246,0
10,0.348,1757.607,1502.282,5.04,0.345,0.023801,240.759059,-0.477,2.834,0.4519,0
12,0.341,1746.927,1489.126,4.893,0.385,0.019342,236.543378,-0.445,2.7509,0.44,0
12,0.327,1784.432,1524.39,5.055,0.341,0.014585,205.958486,-0.4453,2.7605,0.42,0
9,0.298,1733.24,1482.144,4.702,0.365,0.009071,179.246332,-0.4655,2.9903,0.387,0
11,0.298,1669.516,1444.716,4.856,0.37,0.009372,183.515762,-0.5072,3.3594,0.404,0
16,0.247,1680.981,1440.32,4.955,0.346,0.00271,125.580822,-0.6014,3.2223,0.3227,0
10,0.285,1751.49,1503.068,4.986,0.393,0.007859,164.736023,-0.5145,2.9153,0.3733,0
10,0.29,1654.825,1429.051,4.89,0.374,0.006218,178.716155,-0.6179,3.322,0.3922,0
10,0.255,1761.144,1519.471,4.424,0.295,0.006462,137.821969,-0.6687,2.9374,0.3397,0
11,0.281,1762.014,1509.454,4.694,0.292,0.008873,161.92375,-0.6302,2.8218,0.3675,0
10,0.281,1751.133,1493.318,4.725,0.38,0.007334,158.186396,-0.6277,2.8051,0.3628,0
11,0.237,1677.347,1438.133,4.628,0.305,0.005037,117.468381,-0.6777,2.9595,0.3134,0
10,0.203,1769.908,1517.686,4.346,0.289,0.002745,85.498237,-0.6778,2.8333,0.2648,0
8,0.21,1727.257,1485.1,4.394,0.28,0.003644,95.117789,-0.7395,2.9483,0.2792,0
9,0.176,1672.422,1438.789,4.268,0.256,0.001869,65.280667,-0.875,3.2891,0.2345,0
9,0.175,1701.82,1466.745,4.243,0.27,0.001404,66.960838,-0.9188,3.2454,0.234,0
10,0.165,1683.484,1460.431,4.046,0.24,0.001111,61.062015,-0.9083,3.2873,0.2259,0
10,0.189,1707.453,1481.371,4.316,0.233,0.002629,79.302943,-0.9421,3.3481,0.2585,0
10,0.187,1730.881,1503.361,4.394,0.244,0.001798,79.324206,-1.0206,3.3951,0.2545,0
8,0.175,1662.482,1452,4.194,0.243,0.001609,74.170731,-0.981,3.4831,0.2473,0
9,0.19,1697.519,1472.59,4.383,0.262,0.00227,80.039712,-0.9954,3.6102,0.2585,0
10,0.199,1692.11,1471.366,4.353,0.301,0.001842,89.762781,-0.9278,3.4036,0.2749,0
10,0.193,1715.937,1500.016,4.139,0.293,0.002549,84.641695,-0.8437,3.4314,0.2686,0
9,0.196,1692.272,1473.28,4.411,0.259,0.00176,91.130826,-0.8789,3.4975,0.2726,0
8,0.172,1665.792,1456.529,4.116,0.263,0.001651,71.956546,-0.844,3.4596,0.245,0
11,0.176,1683.482,1466.328,4.212,0.281,0.00156,72.824966,-0.8352,3.5424,0.2459,0
8,0.193,1690.996,1476.054,3.987,0.288,0.002184,88.108254,-0.7368,3.3081,0.2713,0
9,0.167,1641.825,1428.13,4.309,0.278,0.00118,65.42348,-0.814,3.6,0.2329,0
10,0.165,1635.606,1429.432,3.862,0.258,0.001117,65.981155,-0.7836,3.4784,0.2351,0
10,0.161,1655.929,1441.475,4.165,0.284,0.00094,60.472853,-0.7638,3.6494,0.2247,0
9,0.159,1650.617,1443.295,3.839,0.242,0.001275,61.44213,-0.6361,3.5471,0.2277,0
10,0.142,1610.691,1411.489,3.994,0.272,0.000444,49.556846,-0.8478,3.6999,0.2048,0
10,0.17,1667.824,1463.147,4.094,0.228,0.001528,72.352956,-0.7608,3.6235,0.246,0
12,0.139,1648.925,1451.727,3.763,0.251,0.00056,48.447544,-0.8128,3.7304,0.2042,0
13,0.128,1644.891,1446.944,3.972,0.255,0.000328,42.334841,-0.7877,3.8182,0.1881,0
7,0.119,1518.019,1359.148,4.066,0.24,0.000443,40.341469,-1.0831,5.4085,0.1856,0
13,0.141,1594.92,1408.181,4.059,0.221,0.000591,51.758211,-1.0061,4.3462,0.2082,0
16,0.14,1577.696,1389.057,4.18,0.277,0.000472,45.736687,-1.2116,4.728,0.2013,0
11,0.134,1550.677,1375.64,4.172,0.297,0.000401,45.325228,-1.3679,5.1198,0.1976,0
12,0.121,1542.714,1376.274,3.885,0.225,0.000316,39.742373,-1.2302,5.429,0.1848,0
12,0.119,1517.787,1359.487,3.801,0.227,0.000425,39.543147,-1.2842,5.7256,0.184,0
17,0.124,1565.691,1392.19,4.188,0.261,0.000372,41.213381,-1.2266,5.0348,0.1881,0
11,0.14,1568.358,1400.428,4.193,0.282,0.000786,53.489004,-1.25,5.3504,0.2145,0
13,0.116,1512.075,1355.417,4.109,0.292,0.000211,37.188542,-1.501,6.6369,0.1775,0
9,0.121,1513.425,1358.7,4.453,0.253,0.000433,41.592079,-1.4379,6.3763,0.1881,0
16,0.129,1581.027,1406.449,4.272,0.303,0.000437,44.789093,-1.1514,5.1148,0.1951,0
9,0.098,1489.221,1345.797,3.492,0.256,0.000258,28.649892,-1.1844,6.8195,0.1569,0
11,0.105,1520.033,1365.549,3.577,0.244,0.000219,31.347226,-1.2459,6.0452,0.1661,0
10,0.138,1567.631,1390.174,4.13,0.284,0.000565,48.382977,-1.1016,5.0415,0.2039,0
11,0.114,1532.43,1372.652,3.932,0.263,0.000289,35.951709,-1.1016,6.2434,0.1762,0
15,0.107,1494.697,1351.743,3.63,0.24,0.000388,34.722214,-1.2599,7.0913,0.173,0
11,0.114,1530.892,1377.156,3.401,0.217,0.00024,37.484772,-1.2355,5.9847,0.1817,0
12,0.14,1543.287,1379.322,4.36,0.27,0.000696,51.065153,-1.0796,5.9614,0.214,0
16,0.119,1561.381,1394.805,4.123,0.302,0.000438,38.43096,-1.2421,5.739,0.1818,0
12,0.153,1603.793,1414.955,4.273,0.285,0.00079,56.459271,-1.1909,4.8528,0.221,0
7,0.149,1557.098,1383.051,4.473,0.286,0.000753,57.891842,-1.2379,5.1369,0.2219,0
11,0.143,1578.092,1397.936,4.431,0.294,0.000906,51.766956,-1.2486,5.4847,0.2099,0
13,0.147,1572.303,1396.4,4.2,0.301,0.000519,55.150807,-1.3024,5.1399,0.2186,0
10,0.147,1559.5,1388.024,4.51,0.281,0.000916,59.282924,-1.1156,5.6309,0.2217,0
15,0.142,1591.086,1409.579,4.297,0.291,0.000631,50.82542,-1.1429,4.7956,0.21,0
17,0.151,1590.483,1403.19,4.488,0.31,0.000581,57.534127,-1.208,4.853,0.2192,0
13,0.147,1542.286,1372.226,4.674,0.299,0.001016,57.328691,-1.3863,5.5868,0.2203,0
17,0.146,1636.406,1447.521,4.284,0.28,0.000407,54.607436,-1.1656,4.2914,0.2146,0
15,0.163,1643.115,1443.062,4.976,0.227,0.001169,63.862134,-1.3315,4.3407,0.2319,0
16,0.165,1665.699,1467.973,4.813,0.217,0.000812,67.293787,-1.2266,3.9536,0.2383,0
13,0.165,1637.394,1434.767,4.594,0.22,0.001393,66.840586,-0.9943,3.947,0.2362,0
14,0.243,1640.987,1421.608,4.698,0.336,0.004192,129.78805,-0.665,3.483,0.3309,0
10,0.198,1665.821,1448.887,4.333,0.265,0.002573,93.113156,-0.6786,3.2673,0.2773,0
13,0.221,1656.209,1436.63,4.853,0.321,0.003537,108.672897,-0.7643,3.5979,0.3032,0
10,0.185,1707.969,1487.996,4.155,0.267,0.00197,80.562606,-0.6568,3.2267,0.2571,0
10,0.21,1683.011,1461.996,4.594,0.291,0.002491,99.678898,-0.6579,3.2087,0.2921,0
13,0.196,1743.757,1516.004,4.43,0.318,0.00186,86.887274,-0.6642,3.3219,0.2677,0
9,0.189,1633.708,1419.411,4.352,0.27,0.00248,83.073714,-0.7033,3.4238,0.2635,0
13,0.23,1672.992,1442,4.702,0.341,0.003093,111.283416,-0.6809,3.2666,0.3086,0
12,0.24,1694.761,1458.927,4.591,0.353,0.004078,119.446073,-0.4573,3.0837,0.3197,0
19,0.241,1685.049,1431.037,4.569,0.484,0.002947,104.062021,-0.2265,3.0678,0.3006,1
23,0.169,1790.334,1493.174,4.161,0.601,0.000621,47.822836,0.2163,2.2932,0.2013,1
21,0.258,1817.704,1502.794,4.106,0.51,0.005716,106.172706,0.4677,2.0785,0.3003,1
